customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,estimated_clv,subscription_score,loyalty_score,customer_value_tier,purchase_norm,review_norm,previous_purchase_norm,subscription_numeric,customer_health_score,health_status,cluster,customer_segment
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,30,Venmo,Quarterly,Middle-aged,90,2635,0,30,Premium,0.8125,0.040000000000000036,0.5918367346938774,0,51.06,Average,2,Premium Customers
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,43,Cash,Weekly,Adult,7,4268,0,43,Premium,0.9625000000000001,0.32000000000000006,0.8571428571428571,0,70.61,Healthy,2,Premium Customers
1085,34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,No,Next Day Air,Yes,48,Cash,Quarterly,Adult,90,1764,0,48,Gold,0.2,0.6399999999999999,0.9591836734693877,0,49.58,Average,3,Loyal Customers
1086,25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,Yes,23,Venmo,Fortnightly,Young Adult,14,2040,0,23,Gold,0.8125,0.20000000000000018,0.44897959183673464,0,49.97,Average,1,High-Spending Customers
1087,53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,3.0,No,Free Shipping,Yes,27,PayPal,Bi-Weekly,Middle-aged,14,1736,0,27,Gold,0.525,0.20000000000000018,0.5306122448979591,0,40.92,Average,3,Loyal Customers
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,7,Bank Transfer,Monthly,Middle-aged,30,568,0,7,Bronze,0.6375000000000001,0.3600000000000001,0.12244897959183673,0,36.37,At Risk,1,High-Spending Customers
1089,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,2,PayPal,Weekly,Middle-aged,7,63,0,2,Bronze,0.012500000000000011,0.08000000000000007,0.02040816326530612,0,2.71,At Risk,0,At-Risk Customers
1090,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,33,PayPal,Bi-Weekly,Adult,14,2074,0,33,Gold,0.5125000000000001,0.52,0.6530612244897959,0,50.49,Average,3,Loyal Customers
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,27,Cash,Fortnightly,Adult,14,1624,0,27,Gold,0.4750000000000001,0.6800000000000002,0.5306122448979591,0,48.52,Average,3,Loyal Customers
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,6,Credit Card,Fortnightly,Adult,14,560,0,6,Bronze,0.75,0.8800000000000001,0.10204081632653061,0,50.66,Average,1,High-Spending Customers
1093,68,Male,Jewelry,Accessories,50,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,20,Venmo,Quarterly,Senior,90,1050,0,20,Silver,0.375,0.6399999999999999,0.38775510204081626,0,39.43,At Risk,0,At-Risk Customers
1094,60,Male,Sneakers,Footwear,48,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,Yes,46,Venmo,Every 3 Months,Senior,90,2256,0,46,Gold,0.3500000000000001,0.6800000000000002,0.9183673469387754,0,55.15,Average,3,Loyal Customers
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,25,Cash,Quarterly,Young Adult,90,1040,0,25,Silver,0.25,0.9199999999999999,0.4897959183673469,0,43.09,Average,3,Loyal Customers
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,30,Bank Transfer,Quarterly,Young Adult,90,1054,0,30,Silver,0.17500000000000004,0.20000000000000018,0.5918367346938774,0,28.76,At Risk,0,At-Risk Customers
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,48,Credit Card,Annually,Middle-aged,365,2254,0,48,Gold,0.32500000000000007,0.040000000000000036,0.9591836734693877,0,42.58,Average,3,Loyal Customers
1098,58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,47,Bank Transfer,Weekly,Senior,7,1296,0,47,Silver,0.08750000000000002,0.28000000000000025,0.9387755102040816,0,37.26,At Risk,3,Loyal Customers
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,27,Credit Card,Weekly,Middle-aged,7,2744,0,27,Premium,0.9750000000000001,0.44000000000000017,0.5306122448979591,0,63.72,Healthy,2,Premium Customers
1100,19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,45,Bank Transfer,Fortnightly,Young Adult,14,3358,0,45,Premium,0.6625000000000001,0.040000000000000036,0.8979591836734693,0,54.24,Average,2,Premium Customers
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Express,Yes,2,Credit Card,Weekly,Middle-aged,7,84,0,2,Bronze,0.10000000000000003,0.7600000000000002,0.02040816326530612,0,19.81,At Risk,0,At-Risk Customers
1102,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,39,Cash,Fortnightly,Young Adult,14,3040,0,39,Premium,0.7000000000000001,0.20000000000000018,0.7755102040816325,0,55.27,Average,2,Premium Customers
1103,52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,2.9,No,Express,Yes,24,Cash,Fortnightly,Middle-aged,14,2075,0,24,Gold,0.7875000000000001,0.15999999999999992,0.4693877551020408,0,48.78,Average,1,High-Spending Customers
1104,35,Male,Hoodie,Clothing,23,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,Yes,8,Debit Card,Bi-Weekly,Adult,14,207,0,8,Bronze,0.03750000000000003,0.72,0.14285714285714285,0,20.19,At Risk,0,At-Risk Customers
1105,35,Male,Hat,Accessories,28,Delaware,M,Beige,Fall,3.1,No,Express,Yes,8,Bank Transfer,Quarterly,Adult,90,252,0,8,Bronze,0.10000000000000003,0.2400000000000002,0.14285714285714285,0,13.09,At Risk,0,At-Risk Customers
1106,33,Male,T-shirt,Clothing,83,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,6,Venmo,Every 3 Months,Adult,90,581,0,6,Bronze,0.7875000000000001,0.20000000000000018,0.10204081632653061,0,38.56,At Risk,1,High-Spending Customers
1107,52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,12,Venmo,Fortnightly,Middle-aged,14,1248,0,12,Silver,0.9500000000000002,0.44000000000000017,0.22448979591836735,0,53.53,Average,1,High-Spending Customers
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,26,Bank Transfer,Weekly,Senior,7,1674,0,26,Gold,0.525,0.11999999999999988,0.510204081632653,0,38.71,At Risk,3,Loyal Customers
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,50,Cash,Fortnightly,Young Adult,14,1275,0,50,Silver,0.0625,0.11999999999999988,1.0,0,34.9,At Risk,3,Loyal Customers
1110,66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,3.7,No,Next Day Air,Yes,2,Venmo,Weekly,Senior,7,291,0,2,Bronze,0.9625000000000001,0.4800000000000002,0.02040816326530612,0,48.71,Average,1,High-Spending Customers
1111,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,31,Cash,Bi-Weekly,Young Adult,14,1952,0,31,Gold,0.5125000000000001,0.20000000000000018,0.6122448979591836,0,42.87,Average,3,Loyal Customers
1112,22,Male,Shoes,Footwear,66,New York,S,Olive,Summer,4.1,No,Next Day Air,Yes,4,Credit Card,Bi-Weekly,Young Adult,14,330,0,4,Bronze,0.5750000000000001,0.6399999999999999,0.061224489795918366,0,37.64,At Risk,1,High-Spending Customers
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,32,PayPal,Quarterly,Senior,90,2211,0,32,Gold,0.5875,0.8399999999999999,0.6326530612244897,0,59.28,Average,2,Premium Customers
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,11,PayPal,Bi-Weekly,Young Adult,14,960,0,11,Silver,0.75,0.9199999999999999,0.2040816326530612,0,54.52,Average,1,High-Spending Customers
1115,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,47,Bank Transfer,Every 3 Months,Middle-aged,90,1200,0,47,Silver,0.0625,0.040000000000000036,0.9387755102040816,0,31.46,At Risk,3,Loyal Customers
1116,30,Male,Hat,Accessories,58,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,37,Cash,Weekly,Young Adult,7,2204,0,37,Gold,0.4750000000000001,0.6000000000000001,0.7346938775510203,0,53.04,Average,3,Loyal Customers
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,39,PayPal,Fortnightly,Senior,14,3840,0,39,Premium,0.9500000000000002,0.6800000000000002,0.7755102040816325,0,74.87,Healthy,2,Premium Customers
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,24,Credit Card,Monthly,Young Adult,30,1925,0,24,Gold,0.7125,0.8,0.4693877551020408,0,58.58,Average,1,High-Spending Customers
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,11,PayPal,Every 3 Months,Middle-aged,90,780,0,11,Silver,0.5625,0.9600000000000002,0.2040816326530612,0,47.82,Average,1,High-Spending Customers
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,36,Credit Card,Weekly,Adult,7,1332,0,36,Gold,0.2,0.2400000000000002,0.7142857142857142,0,34.23,At Risk,3,Loyal Customers
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,Yes,40,Debit Card,Monthly,Young Adult,30,3444,0,40,Premium,0.8,0.6000000000000001,0.7959183673469387,0,67.88,Healthy,2,Premium Customers
1122,63,Male,T-shirt,Clothing,58,Florida,XL,Peach,Fall,3.2,No,Express,Yes,25,Cash,Quarterly,Senior,90,1508,0,25,Gold,0.4750000000000001,0.28000000000000025,0.4897959183673469,0,39.29,At Risk,3,Loyal Customers
1123,70,Male,Handbag,Accessories,62,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,12,Credit Card,Annually,Senior,365,806,0,12,Silver,0.525,0.72,0.22448979591836735,0,42.13,Average,1,High-Spending Customers
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,38,Cash,Monthly,Adult,30,2613,0,38,Premium,0.5875,0.0,0.7551020408163265,0,46.15,Average,3,Loyal Customers
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,3.7,No,Express,Yes,40,Cash,Quarterly,Adult,90,820,0,40,Silver,0.0,0.4800000000000002,0.7959183673469387,0,33.48,At Risk,3,Loyal Customers
1126,27,Male,Sandals,Footwear,90,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,10,Bank Transfer,Weekly,Young Adult,7,990,0,10,Silver,0.875,0.08000000000000007,0.18367346938775508,0,42.11,Average,1,High-Spending Customers
1127,23,Male,Scarf,Accessories,58,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,47,Venmo,Fortnightly,Young Adult,14,2784,0,47,Premium,0.4750000000000001,0.3600000000000001,0.9387755102040816,0,54.36,Average,3,Loyal Customers
1128,50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,22,Debit Card,Monthly,Middle-aged,30,1219,0,22,Silver,0.4125000000000001,0.9199999999999999,0.4285714285714285,0,47.76,Average,1,High-Spending Customers
1129,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,35,Debit Card,Monthly,Middle-aged,30,1080,0,35,Silver,0.125,0.8800000000000001,0.693877551020408,0,43.42,Average,3,Loyal Customers
1130,37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,46,Venmo,Fortnightly,Adult,14,3055,0,46,Premium,0.5625,0.8800000000000001,0.9183673469387754,0,67.65,Healthy,2,Premium Customers
1131,67,Male,Jewelry,Accessories,41,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,30,PayPal,Bi-Weekly,Senior,14,1271,0,30,Silver,0.26250000000000007,0.56,0.5918367346938774,0,39.46,At Risk,3,Loyal Customers
1132,67,Male,Shirt,Clothing,73,Illinois,M,Black,Spring,3.7,No,Express,Yes,20,Bank Transfer,Monthly,Senior,30,1533,0,20,Gold,0.6625000000000001,0.4800000000000002,0.38775510204081626,0,47.73,Average,1,High-Spending Customers
1133,50,Male,Hoodie,Clothing,98,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,25,Cash,Fortnightly,Middle-aged,14,2548,0,25,Premium,0.9750000000000001,0.72,0.4897959183673469,0,68.09,Healthy,2,Premium Customers
1134,36,Male,Shoes,Footwear,36,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,29,Cash,Weekly,Adult,7,1080,0,29,Silver,0.2,0.6399999999999999,0.5714285714285714,0,37.94,At Risk,3,Loyal Customers
1135,62,Male,T-shirt,Clothing,81,Wisconsin,M,Brown,Summer,3.7,No,Express,Yes,2,Venmo,Every 3 Months,Senior,90,243,0,2,Bronze,0.7625,0.4800000000000002,0.02040816326530612,0,40.71,Average,1,High-Spending Customers
1136,65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,32,Bank Transfer,Quarterly,Senior,90,2970,0,32,Premium,0.875,0.44000000000000017,0.6326530612244897,0,62.78,Healthy,2,Premium Customers
1137,23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,37,Cash,Monthly,Young Adult,30,3154,0,37,Premium,0.7875000000000001,0.9199999999999999,0.7346938775510203,0,71.94,Healthy,2,Premium Customers
1138,46,Male,Shirt,Clothing,91,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,16,Bank Transfer,Every 3 Months,Middle-aged,90,1547,0,16,Gold,0.8875,0.11999999999999988,0.3061224489795918,0,47.08,Average,1,High-Spending Customers
1139,18,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,4.7,No,Express,Yes,32,Venmo,Fortnightly,Young Adult,14,1188,0,32,Silver,0.2,0.8800000000000001,0.6326530612244897,0,44.58,Average,3,Loyal Customers
1140,58,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,42,Debit Card,Bi-Weekly,Senior,14,2279,0,42,Gold,0.4125000000000001,0.56,0.836734693877551,0,52.8,Average,3,Loyal Customers
1141,31,Male,Jeans,Clothing,39,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,6,Credit Card,Every 3 Months,Young Adult,90,273,0,6,Bronze,0.23750000000000004,0.040000000000000036,0.10204081632653061,0,13.36,At Risk,0,At-Risk Customers
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,23,PayPal,Fortnightly,Adult,14,792,0,23,Silver,0.16250000000000003,0.8800000000000001,0.44897959183673464,0,37.57,At Risk,0,At-Risk Customers
1143,69,Male,T-shirt,Clothing,76,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,27,Venmo,Bi-Weekly,Senior,14,2128,0,27,Gold,0.7000000000000001,0.40000000000000013,0.5306122448979591,0,51.92,Average,1,High-Spending Customers
1144,68,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,43,PayPal,Quarterly,Senior,90,1012,0,43,Silver,0.03750000000000003,0.7600000000000002,0.8571428571428571,0,42.41,Average,3,Loyal Customers
1145,41,Male,Jeans,Clothing,54,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,25,Bank Transfer,Fortnightly,Adult,14,1404,0,25,Gold,0.42500000000000004,0.7600000000000002,0.4897959183673469,0,46.89,Average,3,Loyal Customers
1146,31,Male,Sneakers,Footwear,89,Nevada,L,Pink,Summer,3.0,No,Express,Yes,30,Cash,Every 3 Months,Young Adult,90,2759,0,30,Premium,0.8625,0.20000000000000018,0.5918367346938774,0,56.26,Average,2,Premium Customers
1147,48,Male,Sneakers,Footwear,38,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,7,Bank Transfer,Every 3 Months,Middle-aged,90,304,0,7,Bronze,0.22500000000000003,0.6800000000000002,0.12244897959183673,0,26.27,At Risk,0,At-Risk Customers
1148,59,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,17,Debit Card,Annually,Senior,365,648,0,17,Bronze,0.2,0.72,0.32653061224489793,0,32.2,At Risk,0,At-Risk Customers
1149,34,Male,Pants,Clothing,66,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,10,PayPal,Fortnightly,Adult,14,726,0,10,Silver,0.5750000000000001,0.040000000000000036,0.18367346938775508,0,29.31,At Risk,0,At-Risk Customers
1150,21,Male,Jewelry,Accessories,42,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,40,Venmo,Annually,Young Adult,365,1722,0,40,Gold,0.275,0.32000000000000006,0.7959183673469387,0,41.28,Average,3,Loyal Customers
1151,29,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,50,Venmo,Bi-Weekly,Young Adult,14,1836,0,50,Gold,0.2,0.08000000000000007,1.0,0,39.6,At Risk,3,Loyal Customers
1152,41,Male,Blouse,Clothing,86,Ohio,M,Gray,Spring,3.7,No,Express,Yes,24,Credit Card,Weekly,Adult,7,2150,0,24,Gold,0.825,0.4800000000000002,0.4693877551020408,0,56.68,Average,1,High-Spending Customers
1153,62,Male,Handbag,Accessories,49,Connecticut,M,Gold,Fall,4.0,No,Standard,Yes,8,PayPal,Every 3 Months,Senior,90,441,0,8,Bronze,0.36250000000000004,0.6000000000000001,0.14285714285714285,0,30.79,At Risk,0,At-Risk Customers
1154,27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,6,Bank Transfer,Quarterly,Young Adult,90,287,0,6,Bronze,0.26250000000000007,0.6000000000000001,0.10204081632653061,0,25.56,At Risk,0,At-Risk Customers
1155,49,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,44,Credit Card,Bi-Weekly,Middle-aged,14,3690,0,44,Premium,0.7750000000000001,0.15999999999999992,0.8775510204081631,0,60.53,Healthy,2,Premium Customers
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Express,Yes,47,PayPal,Quarterly,Senior,90,2544,0,47,Premium,0.4125000000000001,0.040000000000000036,0.9387755102040816,0,45.46,Average,3,Loyal Customers
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,6,Venmo,Every 3 Months,Young Adult,90,147,0,6,Bronze,0.012500000000000011,0.9199999999999999,0.10204081632653061,0,21.96,At Risk,0,At-Risk Customers
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,11,Cash,Quarterly,Adult,90,792,0,11,Silver,0.5750000000000001,0.7600000000000002,0.2040816326530612,0,44.32,Average,1,High-Spending Customers
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,41,Bank Transfer,Annually,Senior,365,3738,0,41,Premium,0.8625,0.6000000000000001,0.8163265306122448,0,70.99,Healthy,2,Premium Customers
1160,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,46,Venmo,Every 3 Months,Senior,90,2585,0,46,Premium,0.4375,0.44000000000000017,0.9183673469387754,0,53.85,Average,3,Loyal Customers
1161,37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,9,Venmo,Bi-Weekly,Adult,14,420,0,9,Bronze,0.275,0.28000000000000025,0.16326530612244897,0,21.5,At Risk,0,At-Risk Customers
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,37,PayPal,Monthly,Senior,30,1976,0,37,Gold,0.4,0.2400000000000002,0.7346938775510203,0,42.84,Average,3,Loyal Customers
1163,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,13,PayPal,Weekly,Middle-aged,7,1288,0,13,Silver,0.9000000000000001,0.6800000000000002,0.24489795918367344,0,56.95,Average,1,High-Spending Customers
1164,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,Yes,24,Debit Card,Monthly,Young Adult,30,1400,0,24,Gold,0.45000000000000007,0.20000000000000018,0.4693877551020408,0,36.08,At Risk,3,Loyal Customers
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,No,Standard,Yes,47,PayPal,Quarterly,Senior,90,4608,0,47,Premium,0.9500000000000002,0.6800000000000002,0.9387755102040816,0,79.76,Healthy,2,Premium Customers
1166,51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,21,Venmo,Every 3 Months,Middle-aged,90,1408,0,21,Gold,0.55,0.15999999999999992,0.4081632653061224,0,37.44,At Risk,1,High-Spending Customers
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,22,Venmo,Fortnightly,Middle-aged,14,1104,0,22,Silver,0.3500000000000001,0.4800000000000002,0.4285714285714285,0,36.46,At Risk,0,At-Risk Customers
1168,60,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,16,PayPal,Quarterly,Senior,90,1411,0,16,Gold,0.7875000000000001,0.44000000000000017,0.3061224489795918,0,49.48,Average,1,High-Spending Customers
1169,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,37,Debit Card,Fortnightly,Senior,14,3458,0,37,Premium,0.8875,0.44000000000000017,0.7346938775510203,0,66.34,Healthy,2,Premium Customers
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,3,Cash,Annually,Young Adult,365,376,0,3,Bronze,0.925,0.8,0.04081632653061225,0,54.22,Average,1,High-Spending Customers
1171,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,No,Express,Yes,33,Cash,Bi-Weekly,Middle-aged,14,2108,0,33,Gold,0.525,0.28000000000000025,0.6530612244897959,0,46.19,Average,3,Loyal Customers
1172,41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,15,Debit Card,Annually,Adult,365,880,0,15,Silver,0.4375,0.56,0.28571428571428564,0,37.27,At Risk,0,At-Risk Customers
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,42,Bank Transfer,Bi-Weekly,Senior,14,2924,0,42,Premium,0.6000000000000001,0.8399999999999999,0.836734693877551,0,65.9,Healthy,2,Premium Customers
1174,44,Male,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,42,Cash,Bi-Weekly,Adult,14,3268,0,42,Premium,0.7000000000000001,0.0,0.836734693877551,0,53.1,Average,2,Premium Customers
1175,42,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,No,Express,Yes,19,Bank Transfer,Bi-Weekly,Adult,14,620,0,19,Bronze,0.1375,0.72,0.36734693877551017,0,30.92,At Risk,0,At-Risk Customers
1176,35,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,26,PayPal,Quarterly,Adult,90,2187,0,26,Gold,0.7625,0.6399999999999999,0.510204081632653,0,58.61,Average,2,Premium Customers
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,3.7,No,Free Shipping,Yes,39,PayPal,Quarterly,Adult,90,3320,0,39,Premium,0.7875000000000001,0.4800000000000002,0.7755102040816325,0,64.37,Healthy,2,Premium Customers
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,No,Standard,Yes,24,Debit Card,Monthly,Middle-aged,30,525,0,24,Bronze,0.012500000000000011,0.9199999999999999,0.4693877551020408,0,32.98,At Risk,0,At-Risk Customers
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,23,Debit Card,Annually,Adult,365,528,0,23,Bronze,0.025000000000000022,0.9600000000000002,0.44897959183673464,0,33.67,At Risk,0,At-Risk Customers
1180,20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,44,Bank Transfer,Annually,Young Adult,365,1485,0,44,Gold,0.16250000000000003,0.11999999999999988,0.8775510204081631,0,35.23,At Risk,3,Loyal Customers
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,34,Cash,Monthly,Young Adult,30,805,0,34,Silver,0.03750000000000003,0.9600000000000002,0.673469387755102,0,40.9,Average,3,Loyal Customers
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,43,Bank Transfer,Quarterly,Senior,90,4224,0,43,Premium,0.9500000000000002,0.40000000000000013,0.8571428571428571,0,71.71,Healthy,2,Premium Customers
1183,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,45,PayPal,Quarterly,Adult,90,966,0,45,Silver,0.012500000000000011,0.52,0.8979591836734693,0,37.84,At Risk,3,Loyal Customers
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,4,Credit Card,Weekly,Young Adult,7,195,0,4,Bronze,0.23750000000000004,0.8,0.061224489795918366,0,27.34,At Risk,0,At-Risk Customers
1185,63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,19,Credit Card,Annually,Senior,365,1460,0,19,Gold,0.6625000000000001,0.3600000000000001,0.36734693877551017,0,44.72,Average,1,High-Spending Customers
1186,47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,29,Credit Card,Monthly,Middle-aged,30,1920,0,29,Gold,0.55,0.56,0.5714285714285714,0,50.34,Average,3,Loyal Customers
1187,63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,27,Credit Card,Annually,Senior,365,1904,0,27,Gold,0.6000000000000001,0.6399999999999999,0.5306122448979591,0,52.72,Average,1,High-Spending Customers
1188,56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3.0,No,Express,Yes,37,Credit Card,Every 3 Months,Middle-aged,90,3382,0,37,Premium,0.8625,0.20000000000000018,0.7346938775510203,0,60.54,Healthy,2,Premium Customers
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,11,Credit Card,Weekly,Senior,7,348,0,11,Bronze,0.11250000000000004,0.32000000000000006,0.2040816326530612,0,17.02,At Risk,0,At-Risk Customers
